LOCATION_ID,GENDER,AGEGRP,DATE,COVID_COUNT,COUNTY_NAME
18001,M,60-69,2020-07-30 00:00:00,1,Adams
18001,M,60-69,2020-08-05 00:00:00,1,Adams
18001,M,60-69,2020-08-06 00:00:00,1,Adams
18001,M,60-69,2020-08-13 00:00:00,1,Adams
18001,M,60-69,2020-08-14 00:00:00,1,Adams
18001,M,60-69,2020-08-21 00:00:00,2,Adams
18001,M,60-69,2020-08-23 00:00:00,1,Adams
18001,M,60-69,2020-08-26 00:00:00,2,Adams
18001,M,60-69,2020-09-09 00:00:00,1,Adams
18001,M,60-69,2020-09-13 00:00:00,1,Adams
18001,M,60-69,2020-09-16 00:00:00,1,Adams
18001,M,60-69,2020-09-23 00:00:00,1,Adams
18001,M,60-69,2020-09-26 00:00:00,1,Adams
18001,M,60-69,2020-09-27 00:00:00,1,Adams
18001,M,60-69,2020-09-28 00:00:00,1,Adams
18001,M,60-69,2020-09-30 00:00:00,2,Adams
18001,M,60-69,2020-10-01 00:00:00,1,Adams
18001,M,60-69,2020-10-04 00:00:00,1,Adams
18001,M,60-69,2020-10-08 00:00:00,1,Adams
18001,M,60-69,2020-10-09 00:00:00,1,Adams
18001,M,60-69,2020-10-11 00:00:00,1,Adams
18001,M,60-69,2020-10-12 00:00:00,1,Adams
18001,M,60-69,2020-10-16 00:00:00,1,Adams
18001,M,60-69,2020-10-19 00:00:00,1,Adams
18001,M,60-69,2020-10-20 00:00:00,2,Adams
18001,M,60-69,2020-10-22 00:00:00,2,Adams
18001,M,60-69,2020-10-24 00:00:00,1,Adams
18001,M,60-69,2020-10-26 00:00:00,1,Adams
18001,M,70-79,2020-04-13 00:00:00,1,Adams
18001,M,70-79,2020-06-19 00:00:00,1,Adams
18001,M,70-79,2020-06-23 00:00:00,1,Adams
18001,M,70-79,2020-06-28 00:00:00,1,Adams
18001,M,70-79,2020-07-14 00:00:00,1,Adams
18001,M,70-79,2020-08-03 00:00:00,1,Adams
18001,M,70-79,2020-08-08 00:00:00,1,Adams
18001,M,70-79,2020-08-14 00:00:00,1,Adams
18001,M,70-79,2020-09-08 00:00:00,1,Adams
18001,M,70-79,2020-09-10 00:00:00,1,Adams
18001,M,70-79,2020-09-13 00:00:00,1,Adams
18001,M,70-79,2020-09-16 00:00:00,1,Adams
18001,M,70-79,2020-09-19 00:00:00,1,Adams
18001,M,70-79,2020-09-24 00:00:00,2,Adams
18001,M,70-79,2020-10-01 00:00:00,1,Adams
18001,M,70-79,2020-10-05 00:00:00,2,Adams
18001,M,70-79,2020-10-11 00:00:00,1,Adams
18001,M,70-79,2020-10-12 00:00:00,2,Adams
18001,M,70-79,2020-10-14 00:00:00,1,Adams
18001,M,70-79,2020-10-17 00:00:00,2,Adams
18001,M,70-79,2020-10-19 00:00:00,1,Adams
18001,M,70-79,2020-10-22 00:00:00,2,Adams
